[    0.11s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  439.90s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  441.63s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  443.35s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  445.07s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  446.78s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  448.49s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  450.21s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  451.86s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  453.49s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  455.12s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  456.76s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  458.49s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  460.19s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  461.90s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  463.61s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  463.17s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  464.87s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  466.59s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  468.30s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  470.02s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  471.73s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  473.47s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  475.17s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  476.89s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  480.33s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  480.34s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  482.04s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  483.76s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  485.48s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  487.21s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  488.92s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  490.64s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  492.37s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  494.08s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  494.30s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  496.03s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  497.74s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  499.46s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  501.18s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  502.90s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  504.62s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  506.34s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  508.07s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  509.79s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  511.53s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  513.26s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  514.99s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  516.72s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  518.43s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  521.88s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  521.88s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  523.60s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  525.32s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  525.45s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  527.19s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  528.88s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  530.60s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  532.32s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  534.04s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  535.76s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  537.48s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  539.20s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  540.92s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  542.64s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  544.37s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  546.09s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  547.81s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  549.53s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  551.26s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  552.98s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  554.69s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  556.41s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  556.59s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  558.31s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  560.02s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  561.74s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  563.46s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  565.19s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  566.92s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  568.65s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  570.39s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  573.86s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  573.86s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  575.60s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  577.34s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  579.08s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  580.80s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  582.53s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  584.24s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  587.68s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  587.68s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  587.74s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  589.43s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  591.11s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  592.80s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  594.49s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  596.17s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  597.94s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  599.72s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  601.50s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  603.28s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  604.99s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  606.72s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  608.43s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  610.14s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  611.87s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  613.58s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  615.30s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  617.00s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  618.72s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  618.87s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  620.58s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  623.48s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  625.20s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  628.63s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  628.63s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  630.35s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  632.07s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  633.79s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  635.51s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  637.23s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  638.95s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  640.67s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  642.40s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  644.11s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  645.83s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  647.55s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  649.28s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  649.47s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  651.18s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  652.90s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  654.62s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  656.35s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
[  658.06s] Authority: addr_test1qrkelya7r44ruaqdafgecg3x26k32jma9xd3jf22rqhwljc78quuslza9pdh3swe6cglgmdwq7xp6m6zdr5lt9cs59rsj52qrw | Locked: true
